path,classification,label,Photo_Time,Location
I__00043.JPG,0,AVES,2022-07-30T15:02:29Z,AVES
I__00044.JPG,0,AVES,2022-07-30T19:22:17Z,AVES
I__00045.JPG,0,AVES,2022-07-30T19:22:17Z,AVES
I_00003a - copia.JPG,0,AVES,2022-08-28T14:00:56Z,AVES
I_00003a (2).JPG,0,AVES,2022-08-28T14:00:56Z,AVES
I_00003a.JPG,0,AVES,2022-08-28T14:00:56Z,AVES
I_00003b - copia.JPG,0,AVES,2022-08-28T14:00:56Z,AVES
I_00003b (2).JPG,0,AVES,2022-08-28T14:00:56Z,AVES
I_00003b.JPG,0,AVES,2022-08-28T14:00:56Z,AVES
I_00003c (2).JPG,0,AVES,2022-08-28T14:00:56Z,AVES
I_00003c.JPG,0,AVES,2022-08-28T14:00:56Z,AVES
I_00004a (2).JPG,0,AVES,2022-08-29T10:15:31Z,AVES
I_00004a (3).JPG,0,AVES,2022-08-29T10:15:31Z,AVES
I_00004a (4).JPG,0,AVES,2022-05-16T10:56:18Z,AVES
I_00004a.JPG,0,AVES,2022-07-03T12:29:39Z,AVES
I_00004b (2).JPG,0,AVES,2022-05-16T10:56:18Z,AVES
I_00004b.JPG,0,AVES,2022-08-29T10:15:31Z,AVES
I_00004c.JPG,0,AVES,2022-08-29T10:15:31Z,AVES
I_00005a (2).JPG,0,AVES,2022-08-29T12:24:20Z,AVES
I_00005a (3).JPG,0,AVES,2022-08-29T12:24:20Z,AVES
I_00005a (4).JPG,0,AVES,2022-05-16T11:09:10Z,AVES
I_00005a.JPG,0,AVES,2022-07-03T13:57:09Z,AVES
I_00005b - copia.JPG,0,AVES,2022-05-16T11:09:10Z,AVES
I_00005b (2).JPG,0,AVES,2022-05-16T11:09:10Z,AVES
I_00005b.JPG,0,AVES,2022-08-29T12:24:20Z,AVES
I_00005c.JPG,0,AVES,2022-08-29T12:24:20Z,AVES
I_00006a - copia.JPG,0,AVES,2022-05-16T11:14:21Z,AVES
I_00006a (2).JPG,0,AVES,2022-08-30T09:51:42Z,AVES
I_00006a (3).JPG,0,AVES,2022-05-16T11:14:21Z,AVES
I_00006a.JPG,0,AVES,2022-07-03T14:02:16Z,AVES
I_00006b - copia.JPG,0,AVES,2022-05-16T11:14:21Z,AVES
I_00006b (2).JPG,0,AVES,2022-05-16T11:14:21Z,AVES
I_00006b.JPG,0,AVES,2022-07-03T14:02:16Z,AVES
I_00007a - copia.JPG,0,AVES,2022-05-16T15:57:31Z,AVES
I_00007a (2).JPG,0,AVES,2022-08-30T18:43:59Z,AVES
I_00007a (3).JPG,0,AVES,2022-08-30T18:43:59Z,AVES
I_00007a (4).JPG,0,AVES,2022-08-30T18:43:59Z,AVES
I_00007a (5).JPG,0,AVES,2022-05-16T15:57:31Z,AVES
I_00007a.JPG,0,AVES,2022-07-03T14:07:26Z,AVES
I_00007b - copia.JPG,0,AVES,2022-05-16T15:57:31Z,AVES
I_00007b (2).JPG,0,AVES,2022-08-30T18:43:59Z,AVES
I_00007b (3).JPG,0,AVES,2022-08-30T18:43:59Z,AVES
I_00007b (4).JPG,0,AVES,2022-05-16T15:57:31Z,AVES
I_00007b.JPG,0,AVES,2022-07-03T14:07:26Z,AVES
I_00007c (2).JPG,0,AVES,2022-08-30T18:43:59Z,AVES
I_00007c.JPG,0,AVES,2022-08-30T18:43:59Z,AVES
I_00008a - copia.JPG,0,AVES,2022-05-17T15:00:52Z,AVES
I_00008a (2).JPG,0,AVES,2022-05-17T15:00:52Z,AVES
I_00008a.JPG,0,AVES,2022-09-07T12:11:57Z,AVES
I_00008b - copia.JPG,0,AVES,2022-05-17T15:00:52Z,AVES
I_00008b (2).JPG,0,AVES,2022-05-17T15:00:52Z,AVES
I_00008b.JPG,0,AVES,2022-09-07T12:11:57Z,AVES
I_00009a - copia.JPG,0,AVES,2022-05-17T16:33:29Z,AVES
I_00009a (2).JPG,0,AVES,2022-08-31T12:08:50Z,AVES
I_00009a (3).JPG,0,AVES,2022-08-31T12:08:50Z,AVES
I_00009a (4).JPG,0,AVES,2022-08-31T12:08:50Z,AVES
I_00009a (5).JPG,0,AVES,2022-05-17T16:33:29Z,AVES
I_00009a.JPG,0,AVES,2022-09-07T15:44:28Z,AVES
I_00009b (2).JPG,0,AVES,2022-08-31T12:08:50Z,AVES
I_00009b (3).JPG,0,AVES,2022-08-31T12:08:50Z,AVES
I_00009b (4).JPG,0,AVES,2022-05-17T16:33:29Z,AVES
I_00009b.JPG,0,AVES,2022-09-07T15:44:28Z,AVES
I_00009c (2).JPG,0,AVES,2022-08-31T12:08:50Z,AVES
I_00009c.JPG,0,AVES,2022-08-31T12:08:50Z,AVES
I_00010a (2).JPG,0,AVES,2022-08-31T14:44:47Z,AVES
I_00010a (3).JPG,0,AVES,2022-08-31T14:44:47Z,AVES
I_00010a (4).JPG,0,AVES,2022-05-17T16:46:54Z,AVES
I_00010a.JPG,0,AVES,2022-09-08T15:55:37Z,AVES
I_00010b (2).JPG,0,AVES,2022-08-31T14:44:47Z,AVES
I_00010b (3).JPG,0,AVES,2022-08-31T14:44:47Z,AVES
I_00010b.JPG,0,AVES,2022-09-08T15:55:37Z,AVES
I_00010c (2).JPG,0,AVES,2022-08-31T14:44:47Z,AVES
I_00010c.JPG,0,AVES,2022-08-31T14:44:47Z,AVES
I_00011a.JPG,0,AVES,2022-07-06T16:10:03Z,AVES
I_00011b.JPG,0,AVES,2022-07-06T16:10:03Z,AVES
I_00011c.JPG,0,AVES,2022-06-23T14:04:24Z,AVES
I_00012a (2).JPG,0,AVES,2022-08-31T16:04:26Z,AVES
I_00012a (3).JPG,0,AVES,2022-06-24T07:36:13Z,AVES
I_00012a.JPG,0,AVES,2022-09-09T19:16:55Z,AVES
I_00012b (2).JPG,0,AVES,2022-06-24T07:36:13Z,AVES
I_00012b.JPG,0,AVES,2022-07-06T16:16:52Z,AVES
I_00012c.JPG,0,AVES,2022-06-24T07:36:13Z,AVES
I_00013a (2).JPG,0,AVES,2022-05-18T15:31:21Z,AVES
I_00013a (3).JPG,0,AVES,2022-06-24T10:47:23Z,AVES
